1817,08_180817,8/18/17 18:01,1,1,0,,50,0,1,hello nico start,0,HELLO FIRST TIME
1818,08_180817,8/18/17 18:02,1,1,0,statement,50,1,1,none,0,my name is Jonathan
1819,08_180817,8/18/17 18:02,1,1,0,,50,0,1,problem start,0,problem start
1820,08_180817,8/18/17 18:02,1,1,1,statement,50,1,1,none,0,what times 6 equals 2
1821,08_180817,8/18/17 18:02,1,1,1,statement,50,1,1,none,0,what divided by 6 equals to go
1822,08_180817,8/18/17 18:03,1,1,1,statement,50,1,1,none,0,divide 6 by 2
1823,08_180817,8/18/17 18:03,1,1,1,statement,50,1,1,none,0,divide 6 by 3
1824,08_180817,8/18/17 18:03,1,1,1,statement,50,1,1,none,0,correct
1825,08_180817,8/18/17 18:03,1,1,1,statement,50,1,1,none,0,correct so 12 / 3 equals 4 then
1826,08_180817,8/18/17 18:03,1,1,1,statement,50,1,1,none,0,so 12 / 3 equals 4
1827,08_180817,8/18/17 18:03,1,1,1,statement,50,1,1,none,0,yes
1828,08_180817,8/18/17 18:03,1,1,2,,50,0,33,step_1_2,0,
1829,08_180817,8/18/17 18:04,1,1,2,statement,50,1,33,none,0,so two times 3 equals 6
1830,08_180817,8/18/17 18:04,1,1,2,statement,50,1,33,none,0,we're going to multiply 6 x 3
1831,08_180817,8/18/17 18:04,1,1,2,statement,50,1,33,none,0,we're going to multiply 6 x 3 what is 6 * 3
1832,08_180817,8/18/17 18:04,1,2,2,,50,0,49,problem_1_2,0,
1833,08_180817,8/18/17 18:05,1,2,1,statement,50,1,1,none,0,6 divided by 3 equals what
1834,08_180817,8/18/17 18:05,1,2,1,statement,50,1,1,none,0,yes
1835,08_180817,8/18/17 18:05,1,2,1,statement,50,1,1,none,0,yes
1836,08_180817,8/18/17 18:05,1,2,1,statement,50,1,1,none,0,yes Neko
1837,08_180817,8/18/17 18:05,1,2,2,,50,0,33,step_1_2,0,
1838,08_180817,8/18/17 18:05,1,2,2,statement,50,1,33,none,0,2622 is also equal to 3 - 1
1839,08_180817,8/18/17 18:06,1,2,2,statement,50,1,33,none,0,yes we multiply 1 by 3 what is 1 * 3
1840,08_180817,8/18/17 18:06,1,2,2,statement,50,1,33,none,0,correct
1841,08_180817,8/18/17 18:06,1,3,2,,50,0,49,problem_2_3,0,
1842,08_180817,8/18/17 18:06,1,3,1,statement,50,1,1,none,0,1 to 60 is the ratio of time to distance to the beach
1843,08_180817,8/18/17 18:07,1,3,1,statement,50,1,1,none,0,yes Neko we multiply 60 by 2.5
1844,08_180817,8/18/17 18:07,1,3,1,statement,50,1,1,none,0,correct
1845,08_180817,8/18/17 18:07,1,3,2,,50,0,33,step_1_2,0,
1846,08_180817,8/18/17 18:07,1,3,2,statement,50,1,33,none,0,so 2.5 to 150 is the ratio to the time and hours to the distance to the beach
1847,08_180817,8/18/17 18:08,1,3,2,statement,50,1,33,none,0,so what is 150 * to Nico
1848,08_180817,8/18/17 18:08,1,3,2,statement,50,1,33,none,0,what is 150 * 2
1849,08_180817,8/18/17 18:08,1,3,2,statement,50,1,33,none,0,what is 150 * 2 nickel
1850,08_180817,8/18/17 18:08,1,3,2,statement,50,1,33,none,0,so 150 * 2 equals 300 so 2 and 1/2 * 2 equals what Niko
1851,08_180817,8/18/17 18:09,1,3,2,statement,50,1,33,none,0,what is 2 x 2.5 nickel
1852,08_180817,8/18/17 18:09,1,3,2,statement,50,1,33,none,0,correct
1853,08_180817,8/18/17 18:09,1,3,3,,50,0,49,step_2_3,0,
1854,08_180817,8/18/17 18:09,1,3,3,statement,50,1,49,none,0,what times 1 equals 70 go
1855,08_180817,8/18/17 18:09,1,3,3,statement,50,1,49,none,0,what is 7 / 1 meter
1856,08_180817,8/18/17 18:10,1,3,2,,50,0,49,step_3_2,0,
1857,08_180817,8/18/17 18:10,1,3,3,,50,0,49,step_2_3,0,
1858,08_180817,8/18/17 18:10,1,3,3,statement,50,1,49,none,0,so one time 7 equals what Nico
1859,08_180817,8/18/17 18:10,1,3,3,statement,50,1,49,none,0,what is 60 * 7
1860,08_180817,8/18/17 18:10,1,3,3,statement,50,1,49,none,0,yes Neko
1861,08_180817,8/18/17 18:42,1,1,0,,50,0,1,hello nico start,0,HELLO FIRST TIME
1862,08_180817,8/18/17 18:42,1,1,0,statement,50,1,1,none,0,my name is Jonathan
1863,08_180817,8/18/17 18:42,1,1,0,statement,50,1,1,none,0,what is your favorite color Nico
1864,08_180817,8/18/17 18:42,1,1,0,,50,0,1,problem start,0,problem start
1865,08_180817,8/18/17 18:43,1,1,1,statement,50,1,1,none,0,what is your favorite color
1866,08_180817,8/18/17 18:43,1,1,1,statement,50,1,1,none,0,what is your favorite color
1867,09_210817,8/21/17 18:33,1,1,0,,50,0,1,hello nico start,0,HELLO FIRST TIME
1868,09_210817,8/21/17 18:34,1,1,0,statement,50,1,1,none,0,my name is Emma
1869,09_210817,8/21/17 18:34,1,1,0,statement,50,1,1,none,0,yes I am
1870,09_210817,8/21/17 18:34,1,1,0,,50,0,1,problem start,0,problem start
1871,09_210817,8/21/17 18:35,1,1,1,,50,0,1,null,1,Triggered Speech 1
1872,09_210817,8/21/17 18:35,1,1,1,statement,50,1,1,none,1,yes I am thinking
1873,09_210817,8/21/17 18:35,1,1,1,statement,50,1,1,none,1,okay so how I did it is multiplied
1874,09_210817,8/21/17 18:36,1,1,1,statement,50,1,1,none,1,so the first step would be multiplying 2 by 3 what do you think that is
1875,09_210817,8/21/17 18:36,1,1,1,statement,50,1,1,none,1,he * 3 3
1876,09_210817,8/21/17 18:36,1,1,1,statement,50,1,1,none,1,he * 3
1877,09_210817,8/21/17 18:37,1,1,1,statement,50,1,1,none,1,so are we doing two is * 3 + 2 * 3 would be 6
1878,09_210817,8/21/17 18:37,1,1,1,statement,50,1,1,none,1,but you can't do it that way or you can't do it either way to * 3 + 3 * 10
1879,09_210817,8/21/17 18:37,1,1,1,statement,50,1,1,none,1,closed but it's not
1880,09_210817,8/21/17 18:38,1,1,1,statement,50,1,33,none,1,okay so the next step is multiplying
1881,09_210817,8/21/17 18:38,1,1,1,statement,50,1,33,none,1,okay so the next step is multiplying 4 * 3
1882,09_210817,8/21/17 18:38,1,1,2,,50,0,33,step_1_2,1,
1883,09_210817,8/21/17 18:39,1,1,2,,50,0,33,null,2,Triggered Speech 2
1884,09_210817,8/21/17 18:39,1,1,2,statement,50,1,33,none,2,cake stuff for the next step you would also multiplies so you would multiply 6 x 3
1885,09_210817,8/21/17 18:40,1,1,2,statement,50,1,33,none,2,no we are multiplying 6 x 3 which would be 18
1886,09_210817,8/21/17 18:40,1,1,2,statement,50,1,33,none,2,no we are multiplying 6 x 3 which would be 18 so answer is 18
1887,09_210817,8/21/17 18:40,1,1,2,statement,50,1,33,none,2,Weider 565
1888,09_210817,8/21/17 18:40,1,1,2,statement,50,1,33,none,2,okay so we multiply 6 x 3 which would be 18 so your answer Fitness step would be 18
1889,09_210817,8/21/17 18:41,1,1,2,statement,50,1,33,none,2,we can like how many times three cousin VI
1890,09_210817,8/21/17 18:41,1,1,2,statement,50,1,33,none,2,so we figure it out by doing six times 3 which would be taking 6 3 times so basically 6 + 6 + 6
1891,09_210817,8/21/17 18:41,1,1,2,statement,50,1,33,none,2,so we figure it out by doing six times
1892,09_210817,8/21/17 18:41,1,1,2,statement,50,1,33,none,2,okay so you would multiply 6 times 3 which is basically 6 + 6 + 6 + 6 + 6 + 6 or 6 times three would be 18 the answer is 18 for the steps
1893,09_210817,8/21/17 18:42,1,2,2,,50,0,33,problem_1_2,2,
1894,09_210817,8/21/17 18:42,1,2,1,statement,50,1,1,none,2,okay so this one is the same as the last one except for doing different numbers sort of bed still * 3
1895,09_210817,8/21/17 18:42,1,2,1,statement,50,1,1,none,2,okay so this one is the same as the last one except for doing different numbers sort of
1896,09_210817,8/21/17 18:43,1,2,1,statement,50,1,1,none,2,okay Sofia the First Step you would do 1 times 3 which is one taken three times so it's one plus one plus one basically
1897,09_210817,8/21/17 18:43,1,2,1,statement,50,1,1,none,2,okay Sofia the First Step you would do 1 times 3 which is one taken three times so it's one plus one plus one basically answer would be 3 x 3
1898,09_210817,8/21/17 18:44,1,2,1,statement,50,1,33,none,2,okay so now we're going to do how much paint you need on your arms so first you would do 1 * 3 which is
1899,09_210817,8/21/17 18:44,1,2,1,statement,50,1,33,none,2,okay so now we're going to do how much paint you need on your arms so first you would do 1 * 3 which is basically one plus one plus one cuz it's one Taken 3 times so dancing for your arms would be 3
1900,09_210817,8/21/17 18:44,1,2,1,statement,50,1,33,none,2,no I did not I said that the answer was 3
1901,09_210817,8/21/17 18:44,1,2,1,statement,50,1,33,none,2,the way you are right it is one your answer is one
1902,09_210817,8/21/17 18:44,1,2,1,statement,50,1,33,none,2,yes I did
1903,09_210817,8/21/17 18:45,1,2,1,statement,50,1,33,none,2,the next we're going to do your head sancy other ones but different number so you would do 3 * 3 * 3 which is 3 Taken 3 times which is 3 + 3 + 3 which would be 9
1904,09_210817,8/21/17 18:45,1,2,1,statement,50,1,33,none,2,what you would do with the number 3 is multiplied by itself so witty 3 x 3 which is very close to 1 or mean 2 3 + 3 + 3 + 3 + 3 + 3 or 3 * 9 3 * 349 so your answer is 9
1905,09_210817,8/21/17 18:45,1,2,1,statement,50,1,33,none,2,what you would do with the number 3 is multiplied by itself so witty 3 x 3 which is
1906,09_210817,8/21/17 18:46,1,2,1,statement,50,1,33,none,2,yes it answer would be nice
1907,09_210817,8/21/17 18:46,1,2,2,,50,0,33,step_1_2,2,
1908,09_210817,8/21/17 18:47,1,2,2,statement,50,1,33,none,2,okay so for Step 2 you would have to cover your head in the volume of things so it's like the same but the other ones so will be three times 3 which is basically free and three 3 + 3 + 3 which is 9
1909,09_210817,8/21/17 18:47,1,2,2,statement,50,1,33,none,2,okay so for Step 2 you would have to cover your head in the volume of things so it's like the same but the other ones so will be three times 3 which is basically free and three 3 + 3 + 3 which is 9
1910,09_210817,8/21/17 18:47,1,2,2,statement,50,1,33,none,2,okay so you would multiply the 3 10-3 so it's 3 Taken 3 * 3 + 3 + 3 which would be in cigarettes it would be nice
1911,09_210817,8/21/17 18:47,1,2,2,statement,50,1,33,none,2,yes
1912,09_210817,8/21/17 18:48,1,2,2,statement,50,1,33,none,2,okay Niko so your answer would be 9
1913,09_210817,8/21/17 18:48,1,2,2,statement,50,1,33,none,2,okay Niko so your answer would be 9 wait
1914,09_210817,8/21/17 18:48,1,3,2,,50,0,49,problem_2_3,2,
1915,09_210817,8/21/17 18:49,1,3,1,,50,0,1,null,3,Triggered Speech 3
1916,09_210817,8/21/17 18:50,1,3,1,,50,0,1,null,4,Triggered Speech 4
1917,09_210817,8/21/17 18:52,1,3,1,,50,0,1,null,5,Triggered Speech 5
2093,10_040917,9/4/17 13:20,1,1,0,,50,0,1,hello nico start,0,HELLO FIRST TIME
2094,10_040917,9/4/17 13:20,1,1,0,statement,50,1,1,none,0,Mark Wiens
2095,10_040917,9/4/17 13:20,1,1,0,,50,0,1,problem start,0,problem start
2096,10_040917,9/4/17 13:21,1,1,1,,50,0,1,null,1,Triggered Speech 1
2097,10_040917,9/4/17 13:22,1,1,1,statement,50,1,1,none,1,yes
2098,10_040917,9/4/17 13:22,1,1,1,statement,50,1,1,none,1,yes
2099,10_040917,9/4/17 13:23,1,1,1,statement,50,1,1,none,1,so you know how much it takes for your feet but your legs are twice as big so it you know it takes two
2100,10_040917,9/4/17 13:23,1,1,1,statement,50,1,1,none,1,yes and then you multiply it by 2
2101,10_040917,9/4/17 13:23,1,1,1,statement,50,1,1,none,1,yes
2102,10_040917,9/4/17 13:23,1,1,1,statement,50,1,1,none,1,yes
2103,10_040917,9/4/17 13:23,1,1,2,,50,0,1,step_1_2,1,
2104,10_040917,9/4/17 13:25,1,1,2,,50,0,1,null,2,Triggered Speech 2
2105,10_040917,9/4/17 13:25,1,1,2,statement,50,1,1,none,2,I'm thinking
2106,10_040917,9/4/17 13:25,1,1,2,statement,50,1,1,none,2,I'm thinking
2107,10_040917,9/4/17 13:26,1,1,2,statement,50,1,1,none,2,so you know it takes 6 oz of paint to cover your torso but you know that also every time that you had two more ounces it is six more so
2108,10_040917,9/4/17 13:26,1,1,2,statement,50,1,1,none,2,so you know it takes 6 oz of paint to cover your torso but you know that also every time that you had two more ounces it is six more so what is 12 + 6
2109,10_040917,9/4/17 13:27,1,1,1,,50,0,1,step_2_1,2,
2110,10_040917,9/4/17 13:27,1,1,1,statement,50,1,1,none,2,yes but if you go back
2111,10_040917,9/4/17 13:27,1,1,2,,50,0,1,step_1_2,2,
2112,10_040917,9/4/17 13:28,1,1,2,statement,50,1,1,none,2,so you know that you have you need 6 ounces of paint to cover your torso and you also know that for 12 it took four and four six it took two so you added so six times to was 12 and that
2113,10_040917,9/4/17 13:28,1,1,2,statement,50,1,1,none,2,yes
2114,10_040917,9/4/17 13:28,1,1,2,statement,50,1,1,none,2,do you do the multiplication problem of 6 * 3
2115,10_040917,9/4/17 13:28,1,1,2,statement,50,1,1,none,2,do you do the multiplication problem of
2116,10_040917,9/4/17 13:29,1,1,2,statement,50,1,1,none,2,yes
2117,10_040917,9/4/17 13:29,1,1,2,statement,50,1,1,none,2,you multiply 6 by 3
2118,10_040917,9/4/17 13:29,1,1,2,statement,50,1,1,none,2,yes
2119,10_040917,9/4/17 13:29,1,2,2,,50,0,17,problem_1_2,2,
2120,10_040917,9/4/17 13:30,1,2,1,,50,0,1,null,3,Triggered Speech 3
2121,10_040917,9/4/17 13:31,1,2,1,statement,50,1,1,none,3,so if you
2122,10_040917,9/4/17 13:31,1,2,1,statement,50,1,1,none,3,so you know it took 2 oz of paint for 6 inches so what is 6
2123,10_040917,9/4/17 13:31,1,2,1,statement,50,1,1,none,3,so you know it took 2 oz of paint for 6 inches so what is 6 divided by 3
2124,10_040917,9/4/17 13:32,1,2,1,statement,50,1,1,none,3,yes
2125,10_040917,9/4/17 13:32,1,2,1,statement,50,1,1,none,3,yes
2126,10_040917,9/4/17 13:32,1,2,2,,50,0,33,step_1_2,3,
2127,10_040917,9/4/17 13:33,1,2,2,statement,50,1,33,none,3,so you know it takes 3 oz of paint to cover your head
2128,10_040917,9/4/17 13:33,1,2,2,statement,50,1,33,none,3,you multiply it
